Model_Name,Downloads,Likes,Pipeline_Tag,Task,IsBiased1,IsBiased2,IsBiased-FINAL
https://huggingface.co/hf-internal-testing/tiny-random-resnet,92590,0,image-classification,Computer Vision,no,no,no
https://huggingface.co/nateraw/vit-age-classifier,87907,8,image-classification,Computer Vision,no,no,no
https://huggingface.co/runwayml/stable-diffusion-v1-5,3237345,6025,text-to-image,Multimodal,yes,yes,yes
https://huggingface.co/facebook/bart-large,1668941,42,feature-extraction,Multimodal,no,no,no
https://huggingface.co/dmis-lab/biobert-v1.1,1646045,21,feature-extraction,Multimodal,no,no,no
https://huggingface.co/CompVis/stable-diffusion-v1-4,1039961,4908,text-to-image,Multimodal,yes,yes,yes
https://huggingface.co/impira/layoutlm-document-qa,1000397,151,document-question-answering,Multimodal,no,no,no
https://huggingface.co/stabilityai/stable-diffusion-2-1,817743,1659,text-to-image,Multimodal,yes,yes,yes
https://huggingface.co/nlpconnect/vit-gpt2-image-captioning,800580,193,image-to-text,Multimodal,no,no,no
https://huggingface.co/microsoft/codebert-base,774500,76,feature-extraction,Multimodal,no,no,no
https://huggingface.co/microsoft/wavlm-large,701660,15,feature-extraction,Multimodal,no,no,no
https://huggingface.co/indobenchmark/indobert-base-p1,701562,2,feature-extraction,Multimodal,no,no,no
https://huggingface.co/princeton-nlp/unsup-simcse-roberta-base,700866,0,feature-extraction,Multimodal,no,no,no
https://huggingface.co/facebook/hubert-large-ll60k,698510,8,feature-extraction,Multimodal,no,no,no
https://huggingface.co/prompthero/openjourney,520068,1924,text-to-image,Multimodal,no,no,no
https://huggingface.co/stabilityai/stable-diffusion-2-1-base,514424,221,text-to-image,Multimodal,yes,yes,yes
https://huggingface.co/YituTech/conv-bert-base,508286,2,feature-extraction,Multimodal,no,no,no
https://huggingface.co/facebook/bart-base,418039,65,feature-extraction,Multimodal,no,no,no
https://huggingface.co/hakurei/waifu-diffusion,350868,1836,text-to-image,Multimodal,no,no,no
https://huggingface.co/allenai/specter,297565,46,feature-extraction,Multimodal,no,no,no
https://huggingface.co/GanjinZero/UMLSBert_ENG,281238,5,feature-extraction,Multimodal,no,no,no
https://huggingface.co/facebook/dpr-question_encoder-single-nq-base,255897,10,feature-extraction,Multimodal,yes,yes,yes
https://huggingface.co/google/vit-base-patch16-224-in21k,244743,29,feature-extraction,Multimodal,no,no,no
https://huggingface.co/runwayml/stable-diffusion-inpainting,243112,988,text-to-image,Multimodal,yes,yes,yes
https://huggingface.co/hf-internal-testing/tiny-random-BertModel,236990,0,feature-extraction,Multimodal,no,no,no
https://huggingface.co/stabilityai/stable-diffusion-2,232604,1276,text-to-image,Multimodal,yes,yes,yes
https://huggingface.co/funnel-transformer/small,216421,4,feature-extraction,Multimodal,no,no,no
https://huggingface.co/julien-c/wine-quality,205,5,tabular-classification,Tabular,no,no,no
,,,,,no,no,no
,,,,,no,no,no
https://huggingface.co/araffin/ppo-LunarLander-v2,66658,9,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/HumanCompatibleAI/ppo-seals-CartPole-v0,26867,2,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/HumanCompatibleAI/ppo-Pendulum-v1,7507,2,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/JYC333/poca-SoccerTwos-v1,1123,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/NoNameFound/poca-SoccerTwos,1105,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/0xid/poca-SoccerTwos,962,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/Agog/Soccer,785,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/agercas/poca-SoccerTwos,636,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/aj555/poca-SoccerTwos,612,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/arnonl/poca-SoccerTwos,602,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/atorre/poca-SoccerTwos-85M,597,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/bitcloud2/SoccerTwos,589,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/chqmatteo/poca-SoccerTwos,584,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/ZhihongDeng/poca-SoccerTwos,582,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/JYC333/poca-SoccerTwos-v2,580,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/ThomasSimonini/ML-Agents-SoccerTwos-Good,580,1,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/cmenasse/poca-SoccerTwos,574,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/akanametov/SoccerTwos,569,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/dfm794/poca-SoccerTwos-2-l,569,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/CoreyMorris/poca-SoccerTwos-be-the-goldfish,567,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/Dharkelf/poca-SoccerTwos,567,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/daripaez/poca-SoccerTwos-1,567,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/DanGalt/poca-SoccerTwos,566,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/Clawoo/poca-SoccerTwos,564,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/Iamvincent/poca-SoccerTwos,563,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/Lakoc/poca-SoccerTwos-v2,563,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/dfm794/poca-SoccerTwos-baseline,563,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/davidhajdu/poca-SoccerTwos,562,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/CoreyMorris/poca-SoccerTwos-football-is-life,560,1,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/Hatman/poca-SoccerTwos-v1,560,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/antoooooine/poca-SoccerTwos-v2,560,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/atorre/poca-SoccerTwos-50M,560,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/Deisler/poca-SoccerTwos,558,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/DiegoD616/poca-SoccerTwos,558,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/FBM/poca-SoccerTwos,558,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/eldraco/poca-SoccerTwos-RoyKent-v4,558,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/ThomasSimonini/ML-Agents-SoccerTwos-Medium,557,1,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/chist/poca-SoccerTwos,557,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/AlexChe/poca-SoccerTwos,556,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/ArneL2206/poca-SoccerTwos,556,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/RegisGraptin/poca-SoccerTwos,556,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/eldraco/poca-SoccerTwos-RoyKent-v3,556,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/PeterDerLustige/poca-SoccerTwos_V3,555,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/ScrappyCoco666/poca-SoccerTwos-2,555,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/Segamboam/poca-SoccerTwos,555,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/SuburbanLion/poca-SoccerTwos,555,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/ThomasSimonini/ML-Agents-SoccerTwos-Bad,555,1,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/atorre/poca-SoccerTwos-10M,555,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/atorre/poca-SoccerTwos-20M,555,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/atorre/poca-SoccerTwos-30M,555,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/cfisicaro/poca-SoccerTwos,555,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/akgeni/poca-SoccerTwos5,554,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/akghxhs55/poca-SoccerTwos,554,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/jason1i/poca-SoccerTwos-Extra-Wish2,554,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/UtopiansRareTruth/poca-SoccerTwos,553,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/atorre/poca-SoccerTwos-100M,553,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/dbaibak/poca-SoccerTwos,553,1,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/antoooooine/poca-SoccerTwos,552,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/Antiraedus/poca-SoccerTwos,551,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/Lakoc/poca-SoccerTwos,551,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/NoNameFound/pocaresnet-SoccerTwos,551,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/Unterwexi/poca-SoccerTwos,551,0,reinforcement-learning,Reinforcement Learning,no,no,no
https://huggingface.co/philschmid/layoutlm-funsd,428,0,other,OTHER,no,no,no
https://huggingface.co/ybelkada/blip-image-captioning-base-football-finetuned,29,0,other,OTHER,no,no,no
https://huggingface.co/keras-io/timeseries_forecasting_for_weather,13,3,time-series-forecasting,OTHER,no,no,no
https://huggingface.co/wdcqc/starcraft-platform-terrain-32x32,7,8,other,OTHER,no,no,no
